Model,Plant,Month,U.S.A,Canada,Mexico,Europe,Eastern Europe,Latin America,Middle East,Africa,Asia Pacific,India,China,Korea
Bus,Special Vehicle,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-05,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-05,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,24-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
Morning,Korea Plants,24-06,0.0,0.0,0.0,5330.0,132.0,1712.0,651.0,325.0,764.0,0.0,0.0,985.0
Rio,Korea Plants,24-06,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Ray,Korea Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2285.0
Ray EV,Korea Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.0
K3,Korea Plants,24-06,0.0,24.0,20.0,0.0,109.0,21.0,895.0,238.0,1905.0,0.0,0.0,1341.0
K5,Korea Plants,24-06,3738.0,0.0,0.0,0.0,209.0,16.0,921.0,0.0,0.0,0.0,0.0,2932.0
Stinger,Korea Plants,24-06,0.0,2.0,0.0,4.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0
K8,Korea Plants,24-06,0.0,0.0,0.0,0.0,33.0,0.0,96.0,3.0,0.0,0.0,0.0,1519.0
K9,Korea Plants,24-06,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0
Stonic,Korea Plants,24-06,0.0,0.0,0.0,5319.0,207.0,339.0,488.0,62.0,433.0,0.0,0.0,0.0
Seltos,Korea Plants,24-06,5871.0,1868.0,0.0,0.0,324.0,617.0,213.0,0.0,1097.0,0.0,0.0,5399.0
Soul,Korea Plants,24-06,4565.0,64.0,68.0,0.0,28.0,324.0,0.0,0.0,3.0,0.0,0.0,0.0
Soul,Korea Plants,24-06,0.0,0.0,0.0,76.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-06,1719.0,207.0,100.0,4704.0,6.0,176.0,339.0,24.0,199.0,0.0,0.0,1210.0
Niro,Korea Plants,24-06,1662.0,461.0,0.0,1964.0,51.0,9.0,33.0,4.0,70.0,0.0,0.0,123.0
Niro,Korea Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,80.0,3.0,5.0,0.0,0.0,0.0
Niro,Korea Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0
EV3,Korea Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV4,Korea Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,Korea Plants,24-06,2171.0,693.0,13.0,2065.0,4.0,77.0,230.0,19.0,209.0,13.0,9.0,1430.0
EV9,Korea Plants,24-06,1905.0,481.0,0.0,1012.0,30.0,3.0,6.0,10.0,81.0,0.0,0.0,113.0
Sportage,Korea Plants,24-06,5268.0,1471.0,544.0,0.0,566.0,828.0,0.0,0.0,2467.0,0.0,0.0,5815.0
Sorento,Korea Plants,24-06,1214.0,54.0,0.0,1501.0,923.0,161.0,1572.0,94.0,1062.0,0.0,0.0,7307.0
Mohave / Borrego,Korea Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0
Carnival,Korea Plants,24-06,3806.0,560.0,0.0,0.0,24.0,122.0,249.0,23.0,1585.0,0.0,0.0,8097.0
Bongo,Korea Plants,24-06,0.0,0.0,0.0,0.0,899.0,978.0,1385.0,231.0,232.0,0.0,0.0,3084.0
Bongo,Korea Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0
Bus,Korea Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
Ceed,Slovakia Plant,24-06,0.0,0.0,0.0,7260.0,344.0,3.0,29.0,16.0,32.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,24-06,0.0,0.0,0.0,3664.0,77.0,20.0,0.0,144.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,24-06,0.0,0.0,0.0,16057.0,529.0,496.0,2566.0,1104.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,24-06,2.0,0.0,4060.0,0.0,0.0,1052.0,398.0,95.0,1.0,0.0,0.0,0.0
K3,Mexico Plant,24-06,11358.0,941.0,1451.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio,*Russia Plant(HMMR),24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,24-06,33.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,24-06,8048.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,24-06,5711.0,864.0,230.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,24-06,8858.0,301.0,62.0,0.0,0.0,15.0,52.0,0.0,3.0,0.0,0.0,0.0
EV9,US Plant,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pegas,China Plants,24-06,0.0,0.0,0.0,0.0,0.0,1948.0,783.0,246.0,134.0,0.0,15.0,0.0
K3,China Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,0.0
K3,China Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.0,0.0
K4,China Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,China Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0
KX1,China Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,0.0
Sonet,China Plants,24-06,0.0,0.0,1001.0,0.0,0.0,856.0,157.0,1.0,447.0,0.0,13.0,0.0
Seltos,China Plants,24-06,0.0,0.0,1354.0,0.0,0.0,908.0,1395.0,134.0,61.0,0.0,1346.0,0.0
Zhipao,China Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0
Sportage,China Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0
Carnival,China Plants,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0
EV5,China Plants,24-06,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,163.0,0.0,594.0,0.0
Sonet,India Plant,24-06,0.0,0.0,0.0,0.0,0.0,151.0,769.0,604.0,110.0,7949.0,0.0,0.0
Seltos,India Plant,24-06,0.0,0.0,0.0,0.0,0.0,217.0,4.0,162.0,54.0,6230.0,0.0,0.0
Carens,India Plant,24-06,0.0,0.0,0.0,0.0,69.0,147.0,418.0,65.0,33.0,5040.0,0.0,0.0
Carnival,India Plant,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,74.0,0.0,0.0,0.0
Pegas,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
K3,CKD,24-06,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0
K4,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
K8,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD,24-06,0.0,0.0,0.0,0.0,696.0,256.0,0.0,0.0,321.0,0.0,0.0,0.0
Stonic,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD,24-06,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,609.0,0.0,0.0,0.0
Soul,CKD,24-06,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV5,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV9,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD,24-06,0.0,0.0,0.0,0.0,610.0,0.0,335.0,0.0,173.0,0.0,0.0,0.0
Sorento,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,123.0,0.0,0.0,0.0
Carens,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0
Carnival,CKD,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,0.0,0.0,0.0
Bongo,CKD,24-06,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,787.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-06,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,281.0
Bus,Special Vehicle,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-06,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-06,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,24-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
Morning,Korea Plants,24-07,0.0,0.0,0.0,5481.0,131.0,1516.0,792.0,1087.0,542.0,0.0,0.0,1335.0
Rio,Korea Plants,24-07,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray,Korea Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2977.0
Ray EV,Korea Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407.0
K3,Korea Plants,24-07,0.0,51.0,12.0,0.0,145.0,25.0,1057.0,36.0,1603.0,0.0,0.0,1373.0
K5,Korea Plants,24-07,4704.0,0.0,0.0,0.0,8.0,7.0,985.0,1.0,0.0,0.0,0.0,2702.0
Stinger,Korea Plants,24-07,0.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
K8,Korea Plants,24-07,0.0,0.0,0.0,0.0,154.0,0.0,124.0,0.0,0.0,0.0,0.0,1154.0
K9,Korea Plants,24-07,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0
Stonic,Korea Plants,24-07,0.0,0.0,0.0,5068.0,440.0,249.0,433.0,308.0,428.0,0.0,0.0,0.0
Seltos,Korea Plants,24-07,5481.0,1610.0,0.0,0.0,21.0,682.0,299.0,0.0,926.0,0.0,0.0,5489.0
Soul,Korea Plants,24-07,3428.0,183.0,72.0,0.0,117.0,289.0,0.0,0.0,3.0,0.0,0.0,0.0
Soul,Korea Plants,24-07,0.0,0.0,0.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-07,1662.0,333.0,103.0,4782.0,6.0,198.0,326.0,25.0,216.0,0.0,0.0,1049.0
Niro,Korea Plants,24-07,1012.0,292.0,0.0,2868.0,160.0,0.0,38.0,12.0,69.0,0.0,0.0,150.0
Niro,Korea Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0
EV3,Korea Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0
EV4,Korea Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,Korea Plants,24-07,1547.0,607.0,5.0,2163.0,14.0,12.0,3.0,14.0,208.0,19.0,7.0,1344.0
EV9,Korea Plants,24-07,1815.0,237.0,0.0,1003.0,17.0,17.0,13.0,6.0,227.0,0.0,0.0,161.0
Sportage,Korea Plants,24-07,4639.0,1536.0,655.0,0.0,414.0,666.0,0.0,0.0,2232.0,0.0,0.0,6235.0
Sorento,Korea Plants,24-07,1737.0,258.0,0.0,1523.0,926.0,239.0,1474.0,178.0,910.0,0.0,0.0,7596.0
Mohave / Borrego,Korea Plants,24-07,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0
Carnival,Korea Plants,24-07,4557.0,450.0,0.0,0.0,100.0,226.0,283.0,20.0,1300.0,0.0,0.0,7050.0
Bongo,Korea Plants,24-07,0.0,0.0,0.0,0.0,592.0,1055.0,1236.0,75.0,321.0,0.0,0.0,2920.0
Bongo,Korea Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0
Bus,Korea Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
Ceed,Slovakia Plant,24-07,0.0,0.0,0.0,6596.0,653.0,0.0,38.0,30.0,60.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,24-07,0.0,0.0,0.0,2590.0,155.0,11.0,0.0,165.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,24-07,0.0,0.0,0.0,14439.0,777.0,509.0,1702.0,791.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,24-07,1.0,0.0,3945.0,0.0,0.0,1075.0,220.0,18.0,0.0,0.0,0.0,0.0
K3,Mexico Plant,24-07,10448.0,931.0,1254.0,0.0,0.0,135.0,0.0,0.0,1.0,0.0,0.0,0.0
Rio,*Russia Plant(HMMR),24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,24-07,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,24-07,7989.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,24-07,5469.0,799.0,201.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,24-07,9082.0,313.0,50.0,0.0,0.0,13.0,47.0,0.0,4.0,0.0,0.0,0.0
EV9,US Plant,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pegas,China Plants,24-07,0.0,0.0,0.0,0.0,0.0,2048.0,1190.0,507.0,124.0,0.0,14.0,0.0
K3,China Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.0,0.0
K3,China Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,0.0
K4,China Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,China Plants,24-07,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0
KX1,China Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0
Sonet,China Plants,24-07,0.0,0.0,1134.0,0.0,0.0,995.0,218.0,12.0,383.0,0.0,15.0,0.0
Seltos,China Plants,24-07,0.0,0.0,1432.0,0.0,0.0,943.0,1666.0,121.0,66.0,0.0,2190.0,0.0
Zhipao,China Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0
Sportage,China Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,0.0
Carnival,China Plants,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0
EV5,China Plants,24-07,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,191.0,0.0,606.0,0.0
Sonet,India Plant,24-07,0.0,0.0,0.0,0.0,0.0,71.0,596.0,924.0,162.0,7838.0,0.0,0.0
Seltos,India Plant,24-07,0.0,0.0,0.0,0.0,0.0,162.0,2.0,100.0,71.0,6147.0,0.0,0.0
Carens,India Plant,24-07,0.0,0.0,0.0,0.0,20.0,228.0,489.0,16.0,26.0,5299.0,0.0,0.0
Carnival,India Plant,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,87.0,0.0,0.0,0.0
Pegas,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
K3,CKD,24-07,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0
K4,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
K8,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD,24-07,0.0,0.0,0.0,0.0,1120.0,344.0,0.0,0.0,576.0,0.0,0.0,0.0
Stonic,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD,24-07,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0
Soul,CKD,24-07,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV5,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV9,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD,24-07,0.0,0.0,0.0,0.0,700.0,0.0,467.0,0.0,300.0,0.0,0.0,0.0
Sorento,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,87.0,0.0,0.0,0.0
Carens,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Carens,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0,0.0,0.0
Carnival,CKD,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0
Bongo,CKD,24-07,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,769.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-07,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,228.0
Bus,Special Vehicle,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,24-07,0.0,0.0,0.0,0.0,20.0,0.0,24.0,0.0,148.0,0.0,0.0,0.0
Millitary,Special Vehicle,24-07,0.0,0.0,0.0,0.0,2.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,24-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Morning,Korea Plants,24-08,0.0,0.0,0.0,4442.0,236.0,1344.0,239.0,1288.0,578.0,0.0,0.0,910.0
Rio,Korea Plants,24-08,0.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
Ray,Korea Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2787.0
Ray EV,Korea Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0
K3,Korea Plants,24-08,0.0,43.0,16.0,0.0,95.0,23.0,617.0,217.0,1417.0,0.0,0.0,588.0
K5,Korea Plants,24-08,6047.0,0.0,0.0,0.0,7.0,7.0,445.0,0.0,0.0,0.0,0.0,2690.0
Stinger,Korea Plants,24-08,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
K8,Korea Plants,24-08,0.0,0.0,0.0,0.0,31.0,0.0,145.0,0.0,0.0,0.0,0.0,2711.0
K9,Korea Plants,24-08,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0
Stonic,Korea Plants,24-08,0.0,0.0,0.0,3795.0,726.0,239.0,253.0,440.0,575.0,0.0,0.0,0.0
Seltos,Korea Plants,24-08,6033.0,1533.0,0.0,0.0,198.0,891.0,152.0,0.0,858.0,0.0,0.0,5551.0
Soul,Korea Plants,24-08,4185.0,223.0,53.0,0.0,26.0,254.0,0.0,0.0,2.0,0.0,0.0,0.0
Soul,Korea Plants,24-08,0.0,0.0,0.0,143.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Niro,Korea Plants,24-08,1763.0,212.0,88.0,2849.0,6.0,196.0,128.0,34.0,186.0,0.0,0.0,1048.0
Niro,Korea Plants,24-08,906.0,223.0,0.0,1541.0,152.0,2.0,126.0,2.0,50.0,0.0,0.0,61.0
Niro,Korea Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Niro,Korea Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43.0
EV3,Korea Plants,24-08,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4002.0
EV4,Korea Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,Korea Plants,24-08,1885.0,515.0,9.0,1923.0,9.0,8.0,6.0,25.0,148.0,26.0,2.0,599.0
EV9,Korea Plants,24-08,2388.0,436.0,0.0,736.0,16.0,9.0,5.0,1.0,168.0,0.0,0.0,92.0
Sportage,Korea Plants,24-08,5805.0,1480.0,614.0,0.0,253.0,711.0,0.0,0.0,2459.0,0.0,0.0,5988.0
Sorento,Korea Plants,24-08,2169.0,195.0,0.0,1087.0,237.0,195.0,1544.0,77.0,808.0,0.0,0.0,3502.0
Mohave / Borrego,Korea Plants,24-08,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0
Carnival,Korea Plants,24-08,5060.0,271.0,0.0,0.0,15.0,67.0,186.0,13.0,1189.0,0.0,0.0,5534.0
Bongo,Korea Plants,24-08,0.0,0.0,0.0,0.0,32.0,921.0,1173.0,147.0,247.0,0.0,0.0,2608.0
Bongo,Korea Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0
Bus,Korea Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
Ceed,Slovakia Plant,24-08,0.0,0.0,0.0,5329.0,300.0,3.0,7.0,23.0,25.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,24-08,0.0,0.0,0.0,1949.0,275.0,27.0,0.0,195.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,24-08,0.0,0.0,0.0,10056.0,700.0,567.0,1894.0,743.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,24-08,0.0,1.0,4354.0,0.0,0.0,1293.0,467.0,4.0,0.0,0.0,0.0,0.0
K3,Mexico Plant,24-08,12817.0,1055.0,1039.0,0.0,0.0,66.0,0.0,0.0,3.0,0.0,0.0,0.0
Rio,*Russia Plant(HMMR),24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,24-08,11.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,24-08,9309.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,24-08,6566.0,914.0,191.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,24-08,10273.0,308.0,58.0,0.0,0.0,18.0,49.0,0.0,2.0,0.0,0.0,0.0
EV9,US Plant,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pegas,China Plants,24-08,0.0,0.0,0.0,0.0,0.0,2377.0,1727.0,353.0,105.0,0.0,27.0,0.0
K3,China Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0
K3,China Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.0,0.0
K4,China Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,China Plants,24-08,0.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0
KX1,China Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,520.0,0.0
Sonet,China Plants,24-08,0.0,0.0,1052.0,0.0,0.0,1085.0,922.0,43.0,599.0,0.0,14.0,0.0
Seltos,China Plants,24-08,0.0,0.0,1273.0,0.0,0.0,1036.0,1747.0,206.0,42.0,0.0,1996.0,0.0
Zhipao,China Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0
Sportage,China Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.0,0.0
Carnival,China Plants,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0
EV5,China Plants,24-08,0.0,0.0,0.0,0.0,0.0,51.0,1.0,19.0,138.0,0.0,436.0,0.0
Sonet,India Plant,24-08,0.0,0.0,0.0,0.0,0.0,88.0,16.0,841.0,169.0,8905.0,0.0,0.0
Seltos,India Plant,24-08,0.0,0.0,0.0,0.0,0.0,158.0,0.0,168.0,79.0,7155.0,0.0,0.0
Carens,India Plant,24-08,0.0,0.0,0.0,0.0,65.0,251.0,659.0,33.0,31.0,5496.0,0.0,0.0
Carnival,India Plant,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,40.0,0.0,0.0,0.0
Pegas,CKD,24-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
